sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",167,174,painter,2,7,NN,8,painter,4,1,19,0,0,2,568,565,0,5,0,15.625343,21,575,14,11,5,63
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",218,226,distinct,2,8,JJ,0,distinct,5,0,0,0,0,5,247,364,0,0,0,65.020906,42,490,33,11,0,76
It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,52,57,story,2,5,NN,2,story,6,1,6,1,1,4,427,491,0,0,1,236.662112,153,578,80,15,0,1651
It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,22,28,vishnu,2,6,NNP,0,vishnu,1,0,0,0,0,0,0,0,0,0,0,3.069349,0,0,0,0,0,0
It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,6,15,presented,3,9,VBN,4,present,18,1,6,1,0,0,389,481,0,0,1,465.536344,377,569,213,15,0,1075
It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,32,41,narrating,3,9,VBG,5,narrate,2,1,0,0,0,0,0,0,0,5,0,1.007709,0,0,0,0,5,1
It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,65,72,consort,2,7,NN,0,consort,5,1,1,0,0,0,0,0,0,6,0,2.779136,1,0,1,1,6,16
It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,It is presented as if Vishnu is narrating the whole story to his consort Lakshmi .,73,80,lakshmi,2,7,NNP,3,lakshmi,1,0,0,0,0,0,0,0,0,0,0,1.065716,0,0,0,0,0,0
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",40,44,book,1,4,NN,2,book,15,1,22,1,1,2,609,591,214,3,1,399.424767,193,643,100,15,3,684
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",122,126,book,1,4,NN,2,book,15,1,22,1,1,2,609,591,214,3,1,399.424767,193,643,100,15,3,684
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",30,35,wrote,1,5,VBD,3,write,10,1,18,1,0,0,446,548,0,0,1,151.398452,106,560,74,14,0,956
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",45,51,akilam,3,6,NNP,2,akilam,0,0,0,0,0,0,0,0,0,0,0,0.003488,0,0,0,0,0,0
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",17,21,hari,2,4,NNP,0,hari,0,0,0,0,0,0,0,0,0,0,0,2.200022,0,0,0,0,0,0
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",22,29,gopalan,3,7,NNP,3,gopalan,0,0,0,0,0,0,0,0,0,0,0,0.224251,0,0,0,0,0,0
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",11,16,citar,2,5,NNP,0,citar,0,0,0,0,0,0,0,0,0,0,0,0.012649,0,0,0,0,0,0
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",57,64,claimed,1,7,VBD,5,claim,11,1,3,1,0,0,331,321,417,4,1,52.625507,98,525,44,10,4,364
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",106,114,contents,2,8,NNS,3,content,10,1,0,0,1,3,300,391,389,7,0,58.43617,53,553,40,11,7,229
"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"Though the Citar Hari Gopalan wrote the book Akilam , he claimed that he did not know any thing about the contents of the book .",90,95,thing,1,5,NN,2,thing,12,1,0,1,1,3,350,358,0,3,1,275.486721,333,587,203,15,3,6429
He woke up in the morning as usual and he did n't know what he had written the day before .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,He woke up in the morning as usual and he did n't know what he had written the day before .,46,49,n't,0,3,RB,0,n't,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
He woke up in the morning as usual and he did n't know what he had written the day before .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,He woke up in the morning as usual and he did n't know what he had written the day before .,79,82,day,1,3,NN,2,day,10,1,7,1,1,2,477,526,0,0,1,682.298213,686,595,288,15,0,4549
He woke up in the morning as usual and he did n't know what he had written the day before .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,He woke up in the morning as usual and he did n't know what he had written the day before .,3,7,woke,1,4,VBD,6,wake,9,1,0,0,1,0,0,0,0,3,1,10.898049,23,0,19,11,3,257
He woke up in the morning as usual and he did n't know what he had written the day before .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,He woke up in the morning as usual and he did n't know what he had written the day before .,18,25,morning,2,7,NN,2,morning,4,1,0,1,1,1,515,579,0,0,1,172.689425,211,605,121,15,0,2015
He woke up in the morning as usual and he did n't know what he had written the day before .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,He woke up in the morning as usual and he did n't know what he had written the day before .,29,34,usual,3,5,JJ,1,usual,2,0,0,1,0,3,235,235,353,0,1,85.712759,96,604,77,15,0,516
He woke up in the morning as usual and he did n't know what he had written the day before .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,He woke up in the morning as usual and he did n't know what he had written the day before .,67,74,written,2,7,VBN,4,write,10,1,18,1,0,3,446,548,0,0,1,142.592787,106,560,74,14,0,956
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",20,24,died,1,4,VBD,3,die,14,1,4,1,1,0,358,499,0,2,1,143.400285,73,569,49,15,2,1079
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",87,93,opened,2,6,VBN,7,open,36,1,0,1,1,0,381,425,0,0,1,305.740451,319,581,193,15,0,1567
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",44,48,leaf,1,4,NN,1,leaf,6,1,27,0,0,3,593,608,0,0,1,28.180397,12,556,9,5,0,155
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",5,9,ayya,2,4,NNP,0,ayya,0,0,0,0,0,0,0,0,0,0,0,0.045327,0,0,0,0,0,0
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",10,19,vaikundar,0,9,NNP,1,vaikundar,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",31,38,tied-up,2,7,None,0,tied-up,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",39,43,palm,1,4,NN,0,palm,5,1,0,0,1,6,596,555,333,3,1,23.065227,22,515,13,7,3,172
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",49,59,manuscript,3,10,NN,6,manuscript,2,1,0,0,0,0,0,0,0,0,0,34.809085,8,0,6,6,0,54
"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .",100,108,unfolded,3,8,VBN,1,unfold,4,1,0,0,0,0,0,0,0,6,0,3.744618,2,0,2,2,6,44
"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",39,45,akilam,3,6,NNP,1,akilam,0,0,0,0,0,0,0,0,0,0,0,0.003488,0,0,0,0,0,0
"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",11,23,instructions,3,12,NNS,2,instruction,4,1,12,0,0,2,0,0,0,10,0,51.678462,26,552,20,11,10,167
"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",24,29,found,1,5,VBD,0,find,18,1,0,1,0,5,351,370,272,4,1,675.944541,399,580,245,15,4,2698
"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",48,57,ayyavazhi,0,9,NNP,0,ayyavazhi,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",62,70,preached,1,8,VBN,11,preach,2,1,1,0,0,0,0,0,0,5,0,10.187095,8,0,8,6,5,97
"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",78,84,citars,2,6,NNP,2,citars,0,0,0,0,0,0,0,0,0,0,0,0.011227,0,0,0,0,0,0
"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .",93,97,wide,1,4,RB,1,wide,11,0,0,1,0,3,348,455,0,0,1,0.0,125,569,94,15,0,593
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,19,29,recognized,3,10,VBN,4,recognize,9,1,0,1,0,0,0,0,0,8,1,62.555277,62,0,47,12,8,509
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,72,83,development,4,11,NN,3,development,9,1,4,0,1,4,316,356,483,0,1,556.625048,334,536,120,12,0,283
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,0,7,western,2,7,JJ,0,western,6,1,1,1,1,3,0,0,0,0,1,174.404282,137,0,75,15,0,214
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,8,15,alchemy,3,7,NN,1,alchemy,2,1,0,0,0,0,0,0,0,0,0,2.475862,1,0,1,1,0,0
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,35,47,protoscience,0,12,NN,3,protoscience,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,53,64,contributed,4,11,VBD,2,contribute,4,1,4,0,0,0,0,0,0,10,0,39.789928,44,0,37,8,10,186
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,94,103,chemistry,3,9,NN,3,chemistry,3,1,11,0,1,2,374,458,0,8,0,31.743318,16,533,13,8,8,37
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,87,93,modern,2,6,JJ,0,modern,7,1,0,1,1,2,0,368,0,5,1,217.664472,198,579,116,15,5,788
Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,Western alchemy is recognized as a protoscience that contributed to the development of modern chemistry and medicine .,108,116,medicine,3,8,NN,1,medicine,5,1,47,0,1,2,517,551,311,0,1,85.242736,30,547,19,11,0,167
"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .",3RHLQY6EDT5DRMZ3UVO60CPYYSGD48,"It is a popular belief that alchemists made contributions to the `` chemical '' industries of the day-ore testing and refining , metalworking , production of gunpowder , ink , dyes , paints , cosmetics , leather tanning , ceramics , glass manufacture , preparation of extracts , liquors , and so on ( it seems that the preparation of aqua vitae , the `` water of life '' , was a fairly popular `` experiment '' among European alchemists ) .",39,43,made,1,4,VBN,3,make,51,1,0,1,1,0,299,322,0,3,1,800.923456,794,618,365,15,3,7143
